Year of Death,Locality,Locality Name,Drug Class,Death Count,Death Rate
2015,51099,King George,N SS Opioids,*,*
2016,51081,Greensville,Heroin,0,0
2017,51800,Suffolk,Rx N SS Methadone,*,*
2017,51065,Fluvanna,Heroin,0,0
2015,51167,Russell,Any Opioids,*,*
2016,51077,Grayson,Heroin,0,0
2016,51097,King and Queen,Methadone,0,0
2016,51049,Cumberland,Methadone,0,0
2018,51135,Nottoway,Methadone,0,0
2017,51173,Smyth,S Opioids No Methadone,*,*
2015,51109,Louisa,N SS S Opioids,*,*
2016,51001,Accomack,Heroin,0,0
2015,51089,Henry,Methadone,*,*
2017,51119,Middlesex,Methadone,0,0
2015,51520,Bristol,N SS S Opioids,*,*
2017,51600,Fairfax City,N SS Opioids,*,*
2018,51735,Poquoson,S Opioids No Methadone,0,0
2018,51081,Greensville,All Drugs,*,*
2017,51095,James City,Any Opioids,8,10.59
2016,51181,Surry,All Drugs,0,0
2016,51007,Amelia,Rx N SS Methadone,0,0
2018,51036,Charles City,S Opioids No Methadone,*,*
2018,51730,Petersburg,Heroin,*,*
2017,51133,Northumberland,Any Opioids,*,*
2017,51820,Waynesboro,S Opioids No Methadone,*,*
2015,51059,Fairfax,Heroin,31,2.71
2016,51069,Frederick,N SS Opioids,7,8.28
2016,51015,Augusta,N SS Opioids,*,*
2016,51820,Waynesboro,N SS S Opioids,*,*
2015,51115,Mathews,Any Opioids,*,*
2018,51065,Fluvanna,S Opioids No Methadone,7,26.14
2018,51530,Buena Vista City,Rx N SS Methadone,0,0
2017,51001,Accomack,Any Opioids,*,*
2018,51033,Caroline,Any Opioids,10,32.50
2015,51195,Wise,Rx N SS Methadone,5,12.59
2015,51149,Prince George,All Drugs,*,*
2017,51051,Dickenson,Rx N SS Methadone,*,*
2015,51003,Albemarle,N SS S Opioids,*,*
2016,51163,Rockbridge,Rx N SS Methadone,*,*
2018,51045,Craig,N SS Opioids,0,0
2015,51025,Brunswick,Rx N SS Methadone,*,*
2018,51049,Cumberland,Methadone,0,0
2015,51169,Scott,Rx N SS Methadone,*,*
2015,51063,Floyd,Rx N SS Methadone,0,0
2015,51760,Richmond City,N SS S Opioids,25,11.35
2018,51097,King and Queen,Methadone,0,0
2015,51155,Pulaski,S Opioids No Methadone,0,0
2016,51135,Nottoway,Methadone,0,0
2018,51077,Grayson,Heroin,0,0
2016,51073,Gloucester,Heroin,*,*
2017,51147,Prince Edward,S Opioids No Methadone,0,0
2016,51147,Prince Edward,N SS S Opioids,*,*
2017,51840,Winchester,Any Opioids,6,21.48
2018,51031,Campbell,All Drugs,10,18.19
2016,51161,Roanoke County,All Drugs,17,18.07
2018,51103,Lancaster,Heroin,0,0
2016,51183,Sussex,N SS Opioids,0,0
2017,51141,Patrick,N SS Opioids,0,0
2016,51157,Rappahannock,Rx N SS Methadone,*,*
2018,51045,Craig,S Opioids No Methadone,0,0
2018,51770,Roanoke City,Rx N SS Methadone,12,12.01
2016,51650,Hampton,Rx N SS Methadone,5,3.69
2017,51057,Essex,Any Opioids,0,0
2017,51099,King George,Heroin,*,*
2016,51013,Arlington,S Opioids No Methadone,10,4.34
2016,51197,Wythe,Heroin,0,0
2018,51027,Buchanan,Methadone,0,0
2017,51013,Arlington,N SS S Opioids,12,5.11
2018,51520,Bristol,N SS S Opioids,*,*
2016,51095,James City,S Opioids No Methadone,*,*
2017,51095,James City,N SS S Opioids,8,10.59
2018,51109,Louisa,N SS S Opioids,6,16.30
2018,51089,Henry,Methadone,*,*
2018,51685,Manassas Park,Heroin,0,0
2018,51683,Manassas City,N SS S Opioids,6,14.41
2016,51169,Scott,S Opioids No Methadone,0,0
2016,51155,Pulaski,Rx N SS Methadone,5,14.62
2018,51061,Fauquier,All Drugs,15,21.22
2018,51071,Giles,Methadone,0,0
2015,51087,Henrico,All Drugs,46,14.15
2017,51775,Salem,All Drugs,9,34.79
2016,51063,Floyd,S Opioids No Methadone,0,0
2017,51059,Fairfax,Rx N SS Methadone,41,3.57
2015,51059,Fairfax,N SS Opioids,22,1.93
2017,51520,Bristol,All Drugs,*,*
2015,51145,Powhatan,S Opioids No Methadone,*,*
2016,51015,Augusta,Heroin,0,0
2017,51109,Louisa,All Drugs,7,19.52
2018,51025,Brunswick,Any Opioids,*,*
2015,51181,Surry,Any Opioids,0,0
2015,51037,Charlotte,S Opioids No Methadone,0,0
2017,51113,Madison,Methadone,*,*
2015,51015,Augusta,Methadone,*,*
2016,51011,Appomattox,Heroin,*,*
2017,51740,Portsmouth,Rx N SS Methadone,5,5.29
2017,51690,Martinsville,Methadone,0,0
2016,51610,Falls Church,N SS S Opioids,*,*
2017,51610,Falls Church,S Opioids No Methadone,*,*
2015,51730,Petersburg,Rx N SS Methadone,0,0
2016,51685,Manassas Park,All Drugs,*,*
2015,51171,Shenandoah,Any Opioids,10,23.15
2016,51630,Fredericksburg,Any Opioids,6,21.20
2015,51640,Galax,N SS S Opioids,0,0
2017,51153,Prince William,All Drugs,68,14.69
2018,51159,Richmond County,N SS Opioids,*,*
2015,51143,Pittsylvania,All Drugs,6,9.65
2018,51023,Botetourt,N SS Opioids,*,*
2015,51750,Radford,N SS Opioids,0,0
2015,51530,Buena Vista City,S Opioids No Methadone,0,0
2017,51013,Arlington,Any Opioids,15,6.38
2016,51077,Grayson,All Drugs,*,*
2017,51065,Fluvanna,All Drugs,*,*
2016,51590,Danville,Methadone,0,0
2017,51620,Franklin City,N SS Opioids,0,0
2017,51063,Floyd,N SS Opioids,*,*
2017,51147,Prince Edward,Rx N SS Methadone,*,*
2016,51157,Rappahannock,S Opioids No Methadone,*,*
2017,51181,Surry,Methadone,0,0
2017,51157,Rappahannock,N SS S Opioids,0,0
2017,51169,Scott,N SS Opioids,0,0
2015,51187,Warren,N SS S Opioids,9,23.03
2016,51145,Powhatan,Rx N SS Methadone,*,*
2016,51540,Charlottesville,Any Opioids,*,*
2015,51011,Appomattox,All Drugs,*,*
2018,51127,New Kent,Heroin,*,*
2017,51195,Wise,N SS Opioids,7,18.14
2017,51103,Lancaster,N SS Opioids,0,0
2018,51093,Isle of Wight,Any Opioids,6,16.23
2015,51735,Poquoson,N SS Opioids,0,0
2015,51061,Fauquier,Methadone,*,*
2018,51111,Lunenburg,Methadone,0,0
2017,51011,Appomattox,Methadone,0,0
2016,51095,James City,Rx N SS Methadone,*,*
2015,51071,Giles,All Drugs,5,29.93
2018,51087,Henrico,Methadone,7,2.13
2018,51139,Page,S Opioids No Methadone,*,*
2016,51027,Buchanan,N SS S Opioids,*,*
2017,51540,Charlottesville,N SS S Opioids,*,*
2016,51540,Charlottesville,S Opioids No Methadone,*,*
2016,51061,Fauquier,Heroin,11,15.93
2018,51009,Amherst,N SS Opioids,0,0
2017,51107,Loudoun,N SS Opioids,6,1.51
2018,51005,Alleghany,Methadone,0,0
2018,51021,Bland,N SS Opioids,0,0
2018,51037,Charlotte,S Opioids No Methadone,*,*
2017,51191,Washington,Methadone,*,*
2017,51161,Roanoke County,N SS Opioids,*,*
2017,51790,Staunton,N SS Opioids,0,0
2016,51041,Chesterfield,Rx N SS Methadone,14,4.13
2018,51015,Augusta,Methadone,*,*
2016,51043,Clarke,Any Opioids,*,*
2018,51730,Petersburg,N SS Opioids,0,0
2017,51570,Colonial Heights,N SS S Opioids,6,33.65
2016,51061,Fauquier,Rx N SS Methadone,8,11.58
2015,51159,Richmond County,Rx N SS Methadone,0,0
2016,51570,Colonial Heights,S Opioids No Methadone,*,*
2016,51069,Frederick,Heroin,6,7.11
2017,51595,Emporia,Methadone,0,0
2018,51155,Pulaski,All Drugs,7,20.55
2015,51047,Culpeper,Methadone,*,*
2016,51125,Nelson,S Opioids No Methadone,*,*
2015,51029,Buckingham,N SS Opioids,0,0
2017,51157,Rappahannock,Any Opioids,0,0
2018,51820,Waynesboro,All Drugs,*,*
2015,51683,Manassas City,Rx N SS Methadone,*,*
2016,51840,Winchester,Rx N SS Methadone,*,*
2016,51099,King George,Methadone,0,0
2017,51510,Alexandria,N SS Opioids,5,3.12
2017,51036,Charles City,All Drugs,*,*
2015,51035,Carroll,S Opioids No Methadone,0,0
2018,51083,Halifax,Rx N SS Methadone,*,*
2016,51043,Clarke,N SS S Opioids,*,*
2016,51710,Norfolk,Methadone,*,*
2017,51159,Richmond County,Heroin,*,*
2015,51037,Charlotte,Any Opioids,0,0
2017,51119,Middlesex,N SS Opioids,0,0
2018,51199,York,Any Opioids,5,7.37
2016,51171,Shenandoah,Rx N SS Methadone,*,*
2016,51775,Salem,N SS S Opioids,*,*
2016,51730,Petersburg,Any Opioids,11,34.50
2017,51101,King William,Any Opioids,6,35.90
2015,51630,Fredericksburg,Rx N SS Methadone,*,*
2017,51197,Wythe,Methadone,*,*
2016,51127,New Kent,All Drugs,0,0
2016,51125,Nelson,N SS Opioids,*,*
2015,51031,Campbell,All Drugs,*,*
2015,51103,Lancaster,Heroin,0,0
2018,51097,King and Queen,N SS S Opioids,*,*
2018,51049,Cumberland,N SS S Opioids,0,0
2015,51041,Chesterfield,All Drugs,34,10.13
2016,51071,Giles,N SS Opioids,*,*
2015,51760,Richmond City,Methadone,*,*
2015,51620,Franklin City,S Opioids No Methadone,0,0
2018,51145,Powhatan,Any Opioids,*,*
2016,51029,Buckingham,Any Opioids,0,0
2018,51181,Surry,S Opioids No Methadone,*,*
2017,51167,Russell,N SS Opioids,*,*
2016,51735,Poquoson,All Drugs,5,41.61
2015,51011,Appomattox,Rx N SS Methadone,*,*
2018,51041,Chesterfield,Heroin,40,11.48
2017,51185,Tazewell,N SS S Opioids,9,21.90
2017,51085,Hanover,N SS S Opioids,14,13.22
2017,51570,Colonial Heights,Any Opioids,7,39.26
2015,51197,Wythe,S Opioids No Methadone,0,0
2018,51019,Bedford,Heroin,*,*
2018,51119,Middlesex,S Opioids No Methadone,0,0
2016,51830,Williamsburg,Any Opioids,0,0
2018,51133,Northumberland,N SS Opioids,0,0
2016,51119,Middlesex,Heroin,0,0
2016,51041,Chesterfield,S Opioids No Methadone,34,10.02
2018,51007,Amelia,N SS S Opioids,*,*
2017,51041,Chesterfield,N SS S Opioids,55,16.01
2016,51620,Franklin City,All Drugs,*,*
2018,51037,Charlotte,Rx N SS Methadone,0,0
2015,51053,Dinwiddie,Heroin,*,*
2018,51107,Loudoun,S Opioids No Methadone,15,3.69
2017,51009,Amherst,S Opioids No Methadone,*,*
2015,51023,Botetourt,Methadone,0,0
2017,51097,King and Queen,Heroin,*,*
2017,51139,Page,N SS Opioids,*,*
2017,51021,Bland,S Opioids No Methadone,0,0
2018,51053,Dinwiddie,All Drugs,5,17.53
2017,51049,Cumberland,Heroin,*,*
2015,51073,Gloucester,S Opioids No Methadone,*,*
2015,51057,Essex,S Opioids No Methadone,0,0
2015,51650,Hampton,Methadone,*,*
2016,51630,Fredericksburg,All Drugs,6,21.20
2015,51143,Pittsylvania,Any Opioids,*,*
2015,51171,Shenandoah,All Drugs,13,30.10
2017,51153,Prince William,Any Opioids,60,12.96
2015,51001,Accomack,N SS Opioids,*,*
2016,51685,Manassas Park,Any Opioids,*,*
2015,51019,Bedford,All Drugs,8,10.29
2018,51115,Mathews,N SS S Opioids,*,*
2015,51710,Norfolk,N SS Opioids,13,5.28
2015,51740,Portsmouth,N SS Opioids,6,6.24
2017,51820,Waynesboro,Any Opioids,*,*
2017,51133,Northumberland,S Opioids No Methadone,*,*
2016,51045,Craig,All Drugs,*,*
2018,51131,Northampton,Methadone,0,0
2018,51161,Roanoke County,Rx N SS Methadone,5,5.32
2018,51157,Rappahannock,All Drugs,0,0
2016,51133,Northumberland,N SS S Opioids,0,0
2017,51660,Harrisonburg,Methadone,*,*
2018,51036,Charles City,Any Opioids,*,*
2017,51111,Lunenburg,Any Opioids,0,0
2017,51093,Isle of Wight,Methadone,0,0
2017,51091,Highland,Any Opioids,0,0
2017,51089,Henry,Rx N SS Methadone,5,9.76
2017,51680,Lynchburg,Rx N SS Methadone,*,*
2018,51159,Richmond County,N SS S Opioids,*,*
2016,51610,Falls Church,N SS Opioids,0,0
2018,51011,Appomattox,Any Opioids,*,*
2015,51001,Accomack,S Opioids No Methadone,0,0
2015,51057,Essex,N SS Opioids,0,0
2016,51083,Halifax,All Drugs,*,*
2017,51091,Highland,Heroin,0,0
2018,51101,King William,All Drugs,*,*
2016,51195,Wise,Methadone,0,0
2015,51700,Newport News,Methadone,*,*
2017,51830,Williamsburg,S Opioids No Methadone,0,0
2016,51510,Alexandria,All Drugs,14,8.99
2015,51680,Lynchburg,Heroin,0,0
2016,51830,Williamsburg,N SS S Opioids,0,0
2017,51115,Mathews,Rx N SS Methadone,0,0
2018,51069,Frederick,S Opioids No Methadone,13,14.71
2017,51041,Chesterfield,Any Opioids,63,18.34
2018,51121,Montgomery,Methadone,*,*
2018,51570,Colonial Heights,Heroin,*,*
2016,51036,Charles City,N SS Opioids,0,0
2015,51011,Appomattox,S Opioids No Methadone,0,0
2017,51091,Highland,N SS S Opioids,0,0
2016,51109,Louisa,S Opioids No Methadone,*,*
2016,51520,Bristol,S Opioids No Methadone,0,0
2016,51037,Charlotte,Heroin,*,*
2018,51640,Galax,Rx N SS Methadone,0,0
2018,51119,Middlesex,Rx N SS Methadone,0,0
2017,51063,Floyd,Methadone,0,0
2017,51115,Mathews,Heroin,0,0
2016,51840,Winchester,N SS Opioids,*,*
2018,51167,Russell,S Opioids No Methadone,*,*
2017,51059,Fairfax,Any Opioids,102,8.88
2017,51169,Scott,Methadone,0,0
2017,51510,Alexandria,Rx N SS Methadone,6,3.75
2018,51540,Charlottesville,Heroin,0,0
2017,51181,Surry,N SS Opioids,*,*
2016,51155,Pulaski,Any Opioids,8,23.39
2015,51683,Manassas City,N SS Opioids,*,*
2015,51185,Tazewell,All Drugs,13,30.30
2015,51029,Buckingham,Rx N SS Methadone,0,0
2015,51085,Hanover,All Drugs,12,11.62
2015,51025,Brunswick,All Drugs,*,*
2018,51165,Rockingham,N SS Opioids,0,0
2016,51007,Amelia,S Opioids No Methadone,*,*
2015,51191,Washington,S Opioids No Methadone,*,*
2018,51790,Staunton,Any Opioids,*,*
2018,51065,Fluvanna,Rx N SS Methadone,*,*
2018,51800,Suffolk,Heroin,*,*
2017,51025,Brunswick,Methadone,0,0
2018,51037,Charlotte,All Drugs,*,*
2016,51580,Covington,Methadone,0,0
2016,51620,Franklin City,Rx N SS Methadone,0,0
2016,51147,Prince Edward,N SS Opioids,*,*
2017,51750,Radford,Any Opioids,0,0
2016,51735,Poquoson,Heroin,*,*
2018,51157,Rappahannock,Heroin,0,0
2016,51103,Lancaster,Rx N SS Methadone,*,*
2015,51051,Dickenson,Methadone,*,*
2018,51009,Amherst,Methadone,0,0
2017,51107,Loudoun,Methadone,0,0
2018,51021,Bland,Methadone,0,0
2018,51073,Gloucester,Rx N SS Methadone,*,*
2015,51059,Fairfax,Methadone,5,.44
2017,51135,Nottoway,S Opioids No Methadone,0,0
2016,51660,Harrisonburg,All Drugs,*,*
2015,51169,Scott,Any Opioids,*,*
2015,51063,Floyd,Any Opioids,0,0
2018,51760,Richmond City,N SS Opioids,*,*
2015,51163,Rockbridge,Heroin,*,*
2018,51099,King George,Any Opioids,9,33.86
2017,51670,Hopewell,Any Opioids,11,48.63
2017,51105,Lee,Methadone,0,0
2018,51177,Spotsylvania,Methadone,*,*
2015,51079,Greene,S Opioids No Methadone,0,0
2018,51678,Lexington,Methadone,0,0
2015,51083,Halifax,Any Opioids,*,*
2015,51075,Goochland,Heroin,0,0
2017,51630,Fredericksburg,N SS Opioids,*,*
2015,51640,Galax,Rx N SS Methadone,0,0
2017,51111,Lunenburg,S Opioids No Methadone,0,0
2016,51750,Radford,Heroin,*,*
2015,51119,Middlesex,Rx N SS Methadone,0,0
2017,51735,Poquoson,Any Opioids,0,0
2016,51053,Dinwiddie,Rx N SS Methadone,0,0
2018,51011,Appomattox,S Opioids No Methadone,0,0
2016,51111,Lunenburg,N SS S Opioids,0,0
2016,51005,Alleghany,N SS S Opioids,*,*
2018,51770,Roanoke City,N SS Opioids,8,8.01
2017,51005,Alleghany,S Opioids No Methadone,*,*
2016,51590,Danville,N SS Opioids,*,*
2015,51093,Isle of Wight,All Drugs,*,*
2018,51195,Wise,N SS S Opioids,7,18.42
2015,51107,Loudoun,Any Opioids,15,3.99
2015,51750,Radford,Methadone,0,0
2017,51137,Orange,Heroin,5,13.86
2016,51153,Prince William,N SS S Opioids,45,9.89
2016,51685,Manassas Park,S Opioids No Methadone,*,*
2015,51143,Pittsylvania,S Opioids No Methadone,0,0
2017,51610,Falls Church,All Drugs,6,41.14
2017,51153,Prince William,S Opioids No Methadone,38,8.21
2017,51045,Craig,N SS S Opioids,0,0
2017,51683,Manassas City,Heroin,*,*
2015,51073,Gloucester,Any Opioids,*,*
2017,51685,Manassas Park,N SS S Opioids,*,*
2018,51095,James City,Heroin,*,*
2015,51105,Lee,Any Opioids,*,*
2018,51125,Nelson,Heroin,0,0
2017,51083,Halifax,Methadone,0,0
2017,51193,Westmoreland,N SS Opioids,*,*
2015,51131,Northampton,N SS Opioids,0,0
2018,51740,Portsmouth,Methadone,*,*
2016,51079,Greene,Rx N SS Methadone,0,0
2015,51191,Washington,Rx N SS Methadone,5,9.16
2017,51117,Mecklenburg,N SS Opioids,*,*
2017,51195,Wise,All Drugs,20,51.83
2015,51670,Hopewell,Methadone,0,0
2015,51183,Sussex,Heroin,0,0
2018,51013,Arlington,Heroin,*,*
2015,51800,Suffolk,N SS S Opioids,*,*
2018,51099,King George,N SS S Opioids,8,30.10
2015,51550,Chesapeake,S Opioids No Methadone,14,5.95
2018,51001,Accomack,N SS Opioids,*,*
2017,51045,Craig,Any Opioids,0,0
2017,51103,Lancaster,N SS S Opioids,*,*
2016,51003,Albemarle,Methadone,*,*
2018,51171,Shenandoah,All Drugs,6,13.79
2018,51057,Essex,S Opioids No Methadone,0,0
2018,51073,Gloucester,S Opioids No Methadone,6,16.05
2016,51027,Buchanan,Rx N SS Methadone,*,*
2016,51103,Lancaster,S Opioids No Methadone,0,0
2017,51033,Caroline,N SS Opioids,*,*
2018,51650,Hampton,Methadone,*,*
2018,51143,Pittsylvania,Any Opioids,10,16.41
2016,51095,James City,All Drugs,9,12.10
2017,51790,Staunton,All Drugs,6,24.46
2016,51051,Dickenson,N SS Opioids,*,*
2015,51595,Emporia,Heroin,0,0
2017,51163,Rockbridge,N SS Opioids,0,0
2015,51023,Botetourt,N SS S Opioids,*,*
2017,51590,Danville,S Opioids No Methadone,0,0
2017,51035,Carroll,Heroin,0,0
2018,51141,Patrick,Any Opioids,*,*
2015,51580,Covington,N SS Opioids,0,0
2015,51147,Prince Edward,Methadone,0,0
2016,51047,Culpeper,Rx N SS Methadone,*,*
2015,51199,York,N SS S Opioids,*,*
2016,51590,Danville,Heroin,*,*
2016,51730,Petersburg,S Opioids No Methadone,7,21.96
2017,51101,King William,S Opioids No Methadone,*,*
2017,51127,New Kent,N SS S Opioids,8,36.90
2016,51036,Charles City,Heroin,*,*
2015,51680,Lynchburg,N SS Opioids,*,*
2018,51570,Colonial Heights,N SS Opioids,*,*
2017,51730,Petersburg,N SS S Opioids,9,28.35
2018,51075,Goochland,Rx N SS Methadone,0,0
2018,51135,Nottoway,All Drugs,*,*
2017,51137,Orange,N SS Opioids,*,*
2016,51101,King William,N SS S Opioids,*,*
2015,51830,Williamsburg,Methadone,0,0
2017,51035,Carroll,N SS S Opioids,*,*
2017,51179,Stafford,Rx N SS Methadone,6,4.09
2016,51107,Loudoun,All Drugs,39,10.11
2017,51660,Harrisonburg,N SS Opioids,*,*
2016,51121,Montgomery,Any Opioids,7,7.10
2018,51131,Northampton,N SS Opioids,*,*
2018,51105,Lee,Any Opioids,5,21.24
2018,51191,Washington,Rx N SS Methadone,*,*
2018,51670,Hopewell,Methadone,0,0
2016,51035,Carroll,Any Opioids,0,0
2018,51183,Sussex,Heroin,0,0
2015,51125,Nelson,Heroin,0,0
2015,51095,James City,Heroin,*,*
2015,51740,Portsmouth,Methadone,0,0
2015,51139,Page,Any Opioids,*,*
2018,51095,James City,All Drugs,9,11.78
2018,51051,Dickenson,N SS Opioids,*,*
2017,51081,Greensville,Any Opioids,*,*
2017,51530,Buena Vista City,N SS Opioids,0,0
2015,51023,Botetourt,Any Opioids,*,*
2016,51700,Newport News,N SS Opioids,11,6.05
2017,51057,Essex,Rx N SS Methadone,0,0
2016,51650,Hampton,Any Opioids,27,19.94
2018,51081,Greensville,S Opioids No Methadone,0,0
2017,51139,Page,N SS S Opioids,*,*
2015,51035,Carroll,Rx N SS Methadone,*,*
2015,51179,Stafford,N SS S Opioids,6,4.23
2018,51083,Halifax,S Opioids No Methadone,5,14.65
2015,51193,Westmoreland,S Opioids No Methadone,*,*
2017,51131,Northampton,S Opioids No Methadone,0,0
2018,51079,Greene,Any Opioids,*,*
2015,51117,Mecklenburg,S Opioids No Methadone,*,*
2018,51133,Northumberland,Methadone,0,0
2016,51131,Northampton,N SS S Opioids,*,*
2017,51710,Norfolk,Any Opioids,50,20.43
2018,51660,Harrisonburg,S Opioids No Methadone,*,*
2017,51057,Essex,Heroin,0,0
2015,51091,Highland,N SS Opioids,0,0
2016,51159,Richmond County,Methadone,0,0
2018,51031,Campbell,Methadone,*,*
2016,51173,Smyth,N SS Opioids,0,0
2018,51093,Isle of Wight,S Opioids No Methadone,*,*
2016,51197,Wythe,Any Opioids,5,17.23
2016,51530,Buena Vista City,Heroin,0,0
2018,51059,Fairfax,Methadone,6,.52
2018,51163,Rockbridge,Heroin,0,0
2016,51117,Mecklenburg,All Drugs,*,*
2017,51071,Giles,Rx N SS Methadone,*,*
2016,51595,Emporia,All Drugs,0,0
2018,51063,Floyd,Any Opioids,*,*
2018,51169,Scott,Any Opioids,*,*
2015,51760,Richmond City,N SS Opioids,6,2.72
2015,51099,King George,Any Opioids,5,19.60
2016,51193,Westmoreland,All Drugs,7,39.79
2016,51167,Russell,Rx N SS Methadone,5,18.27
2017,51017,Bath,All Drugs,0,0
2016,51121,Montgomery,N SS S Opioids,5,5.07
2017,51121,Montgomery,S Opioids No Methadone,7,7.10
2016,51007,Amelia,N SS Opioids,0,0
2017,51069,Frederick,Methadone,*,*
2017,51720,Norton,All Drugs,0,0
2016,51015,Augusta,Rx N SS Methadone,*,*
2018,51830,Williamsburg,Methadone,0,0
2016,51191,Washington,Heroin,0,0
2015,51087,Henrico,Methadone,*,*
2015,51111,Lunenburg,Methadone,0,0
2015,51093,Isle of Wight,Any Opioids,*,*
2018,51735,Poquoson,N SS Opioids,0,0
2018,51061,Fauquier,Methadone,*,*
2018,51071,Giles,All Drugs,*,*
2017,51775,Salem,Methadone,0,0
2016,51197,Wythe,N SS S Opioids,5,17.23
2018,51177,Spotsylvania,N SS S Opioids,28,20.86
2017,51165,Rockingham,Any Opioids,5,6.23
2018,51690,Martinsville,Heroin,*,*
2017,51077,Grayson,N SS S Opioids,0,0
2016,51065,Fluvanna,N SS S Opioids,*,*
2018,51678,Lexington,N SS S Opioids,*,*
2016,51810,Virginia Beach,All Drugs,86,19.00
2016,51005,Alleghany,N SS Opioids,0,0
2017,51113,Madison,All Drugs,*,*
2015,51015,Augusta,All Drugs,*,*
2018,51770,Roanoke City,N SS S Opioids,35,35.03
2018,51107,Loudoun,Rx N SS Methadone,10,2.46
2018,51033,Caroline,N SS S Opioids,8,26.00
2015,51153,Prince William,Methadone,*,*
2017,51143,Pittsylvania,Methadone,0,0
2015,51690,Martinsville,All Drugs,*,*
2017,51009,Amherst,Rx N SS Methadone,0,0
2017,51001,Accomack,N SS S Opioids,*,*
2017,51021,Bland,Rx N SS Methadone,*,*
2017,51013,Arlington,Rx N SS Methadone,8,3.40
2016,51047,Culpeper,Any Opioids,12,23.96
2018,51181,Surry,N SS S Opioids,*,*
2018,51580,Covington,N SS S Opioids,0,0
2018,51025,Brunswick,S Opioids No Methadone,*,*
2018,51141,Patrick,Rx N SS Methadone,0,0
2015,51710,Norfolk,Heroin,16,6.49
2018,51191,Washington,All Drugs,6,11.03
2018,51550,Chesapeake,S Opioids No Methadone,22,9.07
2016,51187,Warren,N SS Opioids,*,*
2018,51800,Suffolk,N SS S Opioids,6,6.58
2015,51013,Arlington,Heroin,*,*
2015,51099,King George,N SS S Opioids,*,*
2017,51181,Surry,All Drugs,*,*
2018,51680,Lynchburg,Methadone,*,*
2016,51095,James City,Any Opioids,7,9.41
2015,51570,Colonial Heights,Methadone,0,0
2015,51085,Hanover,N SS Opioids,*,*
2016,51600,Fairfax City,N SS Opioids,0,0
2015,51121,Montgomery,Heroin,0,0
2018,51093,Isle of Wight,Rx N SS Methadone,*,*
2015,51185,Tazewell,N SS Opioids,6,13.99
2015,51109,Louisa,Any Opioids,*,*
2015,51520,Bristol,Any Opioids,*,*
2017,51177,Spotsylvania,S Opioids No Methadone,12,9.02
2017,51678,Lexington,S Opioids No Methadone,0,0
2015,51175,Southampton,N SS S Opioids,0,0
2016,51177,Spotsylvania,N SS S Opioids,20,15.15
2015,51810,Virginia Beach,Heroin,19,4.20
2017,51083,Halifax,N SS Opioids,*,*
2016,51690,Martinsville,Heroin,0,0
2015,51670,Hopewell,N SS Opioids,0,0
2018,51065,Fluvanna,N SS S Opioids,7,26.14
2016,51678,Lexington,N SS S Opioids,*,*
2015,51007,Amelia,Methadone,0,0
2015,51067,Franklin County,S Opioids No Methadone,*,*
2017,51165,Rockingham,N SS S Opioids,5,6.23
2018,51167,Russell,Heroin,0,0
2018,51177,Spotsylvania,Any Opioids,28,20.86
2016,51165,Rockingham,S Opioids No Methadone,*,*
2017,51115,Mathews,S Opioids No Methadone,0,0
2018,51678,Lexington,Any Opioids,*,*
2016,51117,Mecklenburg,Rx N SS Methadone,*,*
2018,51115,Mathews,S Opioids No Methadone,*,*
2017,51167,Russell,Heroin,0,0
2015,51790,Staunton,Rx N SS Methadone,*,*
2017,51678,Lexington,Any Opioids,0,0
2016,51071,Giles,Heroin,0,0
2015,51065,Fluvanna,Any Opioids,0,0
2018,51165,Rockingham,N SS S Opioids,*,*
2017,51177,Spotsylvania,Any Opioids,20,15.03
2016,51193,Westmoreland,Rx N SS Methadone,*,*
2015,51033,Caroline,N SS S Opioids,*,*
2018,51690,Martinsville,All Drugs,6,46.50
2016,51700,Newport News,Rx N SS Methadone,15,8.25
2018,51153,Prince William,Methadone,*,*
2015,51770,Roanoke City,N SS S Opioids,18,18.02
2018,51015,Augusta,All Drugs,10,13.25
2015,51107,Loudoun,Rx N SS Methadone,6,1.60
2017,51740,Portsmouth,S Opioids No Methadone,15,15.86
2017,51097,King and Queen,All Drugs,*,*
2018,51053,Dinwiddie,Heroin,*,*
2015,51037,Charlotte,Rx N SS Methadone,0,0
2015,51133,Northumberland,N SS Opioids,0,0
2015,51007,Amelia,N SS S Opioids,0,0
2017,51105,Lee,N SS Opioids,*,*
2016,51740,Portsmouth,N SS S Opioids,20,21.00
2017,51049,Cumberland,All Drugs,*,*
2015,51023,Botetourt,All Drugs,*,*
2016,51095,James City,N SS S Opioids,5,6.72
2018,51053,Dinwiddie,Methadone,0,0
2017,51095,James City,S Opioids No Methadone,*,*
2015,51033,Caroline,Heroin,*,*
2018,51091,Highland,S Opioids No Methadone,0,0
2015,51047,Culpeper,All Drugs,12,24.28
2015,51530,Buena Vista City,Rx N SS Methadone,0,0
2015,51045,Craig,N SS Opioids,0,0
2016,51710,Norfolk,All Drugs,68,27.74
2017,51073,Gloucester,Methadone,*,*
2016,51019,Bedford,N SS Opioids,*,*
2018,51003,Albemarle,N SS S Opioids,6,5.52
2018,51149,Prince George,All Drugs,5,13.13
2015,51033,Caroline,Any Opioids,*,*
2018,51195,Wise,Rx N SS Methadone,*,*
2016,51053,Dinwiddie,All Drugs,*,*
